case_id,slice,language_profile,audio_duration_sec,segment_idx,start_sec,end_sec,duration_sec,pyannote_speaker,gt_role,text,llm_role,llm_correct
v2_smk019,same_gender_similar,mandarin,44.91,14,33.73,35.958,2.227,SPEAKER_01,agent,提領紅利不會直接降低保額，但如果同時有保單借款，要先看是否有欠息。,,
v2_smk019,same_gender_similar,mandarin,44.91,15,36.346,38.168,1.822,SPEAKER_01,agent,提領紅利不會直接降低保額，但如果同時有保單借款，要先看是否有欠息。,,
v2_smk019,same_gender_similar,mandarin,44.91,16,38.455,40.092,1.637,SPEAKER_01,agent,提領紅利不會直接降低保額，但如果同時有保單借款，要先看是否有欠息。,,
v2_smk019,same_gender_similar,mandarin,44.91,17,40.497,40.835,0.337,SPEAKER_00,customer,好，那你先寄申請方式給我，我晚點看。,,
v2_smk019,same_gender_similar,mandarin,44.91,18,41.071,44.868,3.797,SPEAKER_00,customer,好，那你先寄申請方式給我，我晚點看。,,
v2_smk020,same_gender_similar,mandarin,49.35,0,0.031,2.815,2.784,SPEAKER_00,agent,您好，凱基人壽，我姓方。,,
v2_smk020,same_gender_similar,mandarin,49.35,1,3.372,4.132,0.759,SPEAKER_01,customer,方小姐，我在仁川轉機延誤六個小時，航空公司只給我一張英文證明。,,
v2_smk020,same_gender_similar,mandarin,49.35,2,4.233,6.545,2.312,SPEAKER_01,customer,方小姐，我在仁川轉機延誤六個小時，航空公司只給我一張英文證明。,,
v2_smk020,same_gender_similar,mandarin,49.35,3,6.832,9.262,2.43,SPEAKER_01,customer,方小姐，我在仁川轉機延誤六個小時，航空公司只給我一張英文證明。,,
v2_smk020,same_gender_similar,mandarin,49.35,4,9.802,12.333,2.531,SPEAKER_00,agent,英文延誤證明可以受理。我要確認您的旅平險是否包含班機延誤保障。,,
v2_smk020,same_gender_similar,mandarin,49.35,5,13.396,17.935,4.539,SPEAKER_00,agent,英文延誤證明可以受理。我要確認您的旅平險是否包含班機延誤保障。,,
v2_smk020,same_gender_similar,mandarin,49.35,6,18.425,20.956,2.531,SPEAKER_01,customer,我是出發前一天在你們網站買的，保單寄到我信箱。,,
v2_smk020,same_gender_similar,mandarin,49.35,7,21.226,22.525,1.299,SPEAKER_01,customer,我是出發前一天在你們網站買的，保單寄到我信箱。,,
v2_smk020,same_gender_similar,mandarin,49.35,8,22.981,26.812,3.831,SPEAKER_00,agent,請提供投保人姓名和手機末三碼，我查電子保單。,,
v2_smk020,same_gender_similar,mandarin,49.35,9,26.963,28.6,1.637,SPEAKER_00,agent,請提供投保人姓名和手機末三碼，我查電子保單。,,
v2_smk020,same_gender_similar,mandarin,49.35,10,29.005,31.469,2.464,SPEAKER_00,agent,陳佳穎，手機末三碼八一五。,,
v2_smk020,same_gender_similar,mandarin,49.35,11,31.992,34.422,2.43,SPEAKER_00,agent,查到有班機延誤保障。請附登機證、延誤證明和實際起降時間截圖。,,
v2_smk020,same_gender_similar,mandarin,49.35,12,35.333,36.734,1.401,SPEAKER_00,agent,查到有班機延誤保障。請附登機證、延誤證明和實際起降時間截圖。,,
v2_smk020,same_gender_similar,mandarin,49.35,13,36.92,40.615,3.696,SPEAKER_00,agent,查到有班機延誤保障。請附登機證、延誤證明和實際起降時間截圖。,,
v2_smk020,same_gender_similar,mandarin,49.35,14,41.054,42.1,1.046,SPEAKER_00,agent,截圖我有留，英文證明不用翻譯對吧？,,
v2_smk020,same_gender_similar,mandarin,49.35,15,42.303,44.058,1.755,SPEAKER_00,agent,截圖我有留，英文證明不用翻譯對吧？,,
v2_smk020,same_gender_similar,mandarin,49.35,16,44.497,45.712,1.215,SPEAKER_00,agent,不用先翻譯，若審核需要補充，我們再通知。,,
v2_smk020,same_gender_similar,mandarin,49.35,17,45.998,49.289,3.291,SPEAKER_00,agent,不用先翻譯，若審核需要補充，我們再通知。,,
v2_smk021,third_party_background,mandarin,45.78,0,0.031,1.145,1.114,SPEAKER_00,agent,凱基人壽您好，我姓莊。,,
v2_smk021,third_party_background,mandarin,45.78,1,1.465,1.988,0.523,SPEAKER_00,agent,凱基人壽您好，我姓莊。,,
v2_smk021,third_party_background,mandarin,45.78,2,2.596,3.423,0.827,SPEAKER_01,customer,莊先生，我們公司有幫員工保團險，我想問牙科手術算不算理賠範圍。,,
v2_smk021,third_party_background,mandarin,45.78,3,3.693,6.393,2.7,SPEAKER_01,customer,莊先生，我們公司有幫員工保團險，我想問牙科手術算不算理賠範圍。,,
v2_smk021,third_party_background,mandarin,45.78,4,6.781,10.392,3.611,SPEAKER_01,customer,莊先生，我們公司有幫員工保團險，我想問牙科手術算不算理賠範圍。,,
v2_smk021,third_party_background,mandarin,45.78,5,10.392,10.409,0.017,SPEAKER_02,other,莊先生，我們公司有幫員工保團險，我想問牙科手術算不算理賠範圍。,,
v2_smk021,third_party_background,mandarin,45.78,6,10.696,13.48,2.784,SPEAKER_02,other,我有聽到旁邊有人提到自費材料，但我先以您本人詢問的牙科手術範圍回答。,,
v2_smk021,third_party_background,mandarin,45.78,7,13.936,16.163,2.227,SPEAKER_00,agent,不好意思，我同事也在旁邊。我的部分是拔智齒住院一天。,,
v2_smk021,third_party_background,mandarin,45.78,8,16.535,19.184,2.649,SPEAKER_00,agent,不好意思，我同事也在旁邊。我的部分是拔智齒住院一天。,,
v2_smk021,third_party_background,mandarin,45.78,9,19.623,20.635,1.012,SPEAKER_01,customer,若是住院手術，要看團險方案是否有手術與住院日額。請提供公司統編或保單號。,,
v2_smk021,third_party_background,mandarin,45.78,10,20.737,22.677,1.941,SPEAKER_01,customer,若是住院手術，要看團險方案是否有手術與住院日額。請提供公司統編或保單號。,,
v2_smk021,third_party_background,mandarin,45.78,11,23.605,26.373,2.768,SPEAKER_01,customer,若是住院手術，要看團險方案是否有手術與住院日額。請提供公司統編或保單號。,,
v2_smk021,third_party_background,mandarin,45.78,12,26.93,27.908,0.979,SPEAKER_00,agent,我手邊只有員工證，保單號可能要問人資。,,
v2_smk021,third_party_background,mandarin,45.78,13,28.347,30.878,2.531,SPEAKER_00,agent,我手邊只有員工證，保單號可能要問人資。,,
v2_smk021,third_party_background,mandarin,45.78,14,32.093,34.0,1.907,SPEAKER_00,agent,我手邊只有員工證，保單號可能要問人資。,,
v2_smk021,third_party_background,mandarin,45.78,15,34.473,36.515,2.042,SPEAKER_01,customer,可以先向人資確認團險保單號，再回電查保障項目；醫院收據和診斷證明請先留著。,,
v2_smk021,third_party_background,mandarin,45.78,16,36.717,39.046,2.329,SPEAKER_01,customer,可以先向人資確認團險保單號，再回電查保障項目；醫院收據和診斷證明請先留著。,,
v2_smk021,third_party_background,mandarin,45.78,17,39.603,41.577,1.974,SPEAKER_00,agent,,,
v2_smk021,third_party_background,mandarin,45.78,18,41.915,43.231,1.316,SPEAKER_00,agent,,,
v2_smk021,third_party_background,mandarin,45.78,19,43.568,45.678,2.109,SPEAKER_00,agent,,,
v2_smk022,third_party_background,mandarin,35.65,0,0.031,2.292,2.261,SPEAKER_02,customer,我搬家後通知單一直寄到舊地址，剛才你說要核對新地址，我現在念給你。,,
v2_smk022,third_party_background,mandarin,35.65,1,2.596,4.148,1.553,SPEAKER_02,customer,我搬家後通知單一直寄到舊地址，剛才你說要核對新地址，我現在念給你。,,
v2_smk022,third_party_background,mandarin,35.65,2,4.402,5.228,0.827,SPEAKER_02,customer,我搬家後通知單一直寄到舊地址，剛才你說要核對新地址，我現在念給你。,,
v2_smk022,third_party_background,mandarin,35.65,3,5.718,10.105,4.387,SPEAKER_00,agent,好的，請您從縣市、區域和路名開始念，我會逐段確認。,,
v2_smk022,third_party_background,mandarin,35.65,4,10.375,11.793,1.418,SPEAKER_00,agent,好的，請您從縣市、區域和路名開始念，我會逐段確認。,,
v2_smk022,third_party_background,mandarin,35.65,5,12.215,14.122,1.907,SPEAKER_02,customer,新北市新店區安康路二段，三十六巷，應該是五樓。,,
v2_smk022,third_party_background,mandarin,35.65,6,14.493,15.185,0.692,SPEAKER_02,customer,新北市新店區安康路二段，三十六巷，應該是五樓。,,
v2_smk022,third_party_background,mandarin,35.65,7,15.505,16.315,0.81,SPEAKER_02,customer,新北市新店區安康路二段，三十六巷，應該是五樓。,,
v2_smk022,third_party_background,mandarin,35.65,8,16.552,17.513,0.962,SPEAKER_02,customer,對，我太太提醒我，是三十八巷五樓之二。,,
v2_smk022,third_party_background,mandarin,35.65,9,17.902,18.728,0.827,SPEAKER_02,customer,對，我太太提醒我，是三十八巷五樓之二。,,
v2_smk022,third_party_background,mandarin,35.65,10,19.133,20.264,1.131,SPEAKER_02,customer,對，我太太提醒我，是三十八巷五樓之二。,,
v2_smk022,third_party_background,mandarin,35.65,11,20.669,20.956,0.287,SPEAKER_02,customer,我確認一次，新北市新店區安康路二段三十八巷五樓之二，郵遞區號二三一。,,
v2_smk022,third_party_background,mandarin,35.65,12,21.26,22.171,0.911,SPEAKER_02,customer,我確認一次，新北市新店區安康路二段三十八巷五樓之二，郵遞區號二三一。,,
v2_smk022,third_party_background,mandarin,35.65,13,22.542,23.892,1.35,SPEAKER_02,customer,我確認一次，新北市新店區安康路二段三十八巷五樓之二，郵遞區號二三一。,,
v2_smk022,third_party_background,mandarin,35.65,14,24.415,25.765,1.35,SPEAKER_01,agent,沒錯，之後繳費通知都寄這裡。,,
v2_smk022,third_party_background,mandarin,35.65,15,25.799,30.693,4.894,SPEAKER_01,agent,沒錯，之後繳費通知都寄這裡。,,
v2_smk022,third_party_background,mandarin,35.65,16,30.929,32.735,1.806,SPEAKER_01,agent,沒錯，之後繳費通知都寄這裡。,,
v2_smk022,third_party_background,mandarin,35.65,17,33.123,33.612,0.489,SPEAKER_02,customer,,,
v2_smk022,third_party_background,mandarin,35.65,18,34.068,35.536,1.468,SPEAKER_02,customer,,,
v2_smk023,impostor_unknown,mandarin,41.74,0,0.031,0.655,0.624,SPEAKER_00,agent,您好，凱基人壽客服中心，敝姓沈。,,
v2_smk023,impostor_unknown,mandarin,41.74,1,0.892,2.63,1.738,SPEAKER_00,agent,您好，凱基人壽客服中心，敝姓沈。,,
v2_smk023,impostor_unknown,mandarin,41.74,2,2.748,3.423,0.675,SPEAKER_00,agent,您好，凱基人壽客服中心，敝姓沈。,,
v2_smk023,impostor_unknown,mandarin,41.74,3,3.98,6.427,2.447,SPEAKER_02,other,可以，我需要先核對身分。請問保戶姓名、出生年月日和身分證後四碼。,,
v2_smk023,impostor_unknown,mandarin,41.74,4,6.747,7.625,0.878,SPEAKER_02,other,可以，我需要先核對身分。請問保戶姓名、出生年月日和身分證後四碼。,,
v2_smk023,impostor_unknown,mandarin,41.74,5,8.114,8.654,0.54,SPEAKER_00,agent,目前資料核對不完整，我不能揭露解約金或保單內容。,,
v2_smk023,impostor_unknown,mandarin,41.74,6,8.823,10.426,1.603,SPEAKER_00,agent,目前資料核對不完整，我不能揭露解約金或保單內容。,,
v2_smk023,impostor_unknown,mandarin,41.74,7,11.32,12.755,1.434,SPEAKER_00,agent,目前資料核對不完整，我不能揭露解約金或保單內容。,,
v2_smk023,impostor_unknown,mandarin,41.74,8,12.822,15.235,2.413,SPEAKER_00,agent,目前資料核對不完整，我不能揭露解約金或保單內容。,,
v2_smk023,impostor_unknown,mandarin,41.74,9,15.674,16.737,1.063,SPEAKER_01,other,很抱歉，沒有保戶本人完成核身或授權，我不能提供金額。可以請保戶本人來電，或填授權文件。,,
v2_smk023,impostor_unknown,mandarin,41.74,10,17.092,18.374,1.282,SPEAKER_01,other,很抱歉，沒有保戶本人完成核身或授權，我不能提供金額。可以請保戶本人來電，或填授權文件。,,
v2_smk023,impostor_unknown,mandarin,41.74,11,18.762,20.433,1.671,SPEAKER_01,other,很抱歉，沒有保戶本人完成核身或授權，我不能提供金額。可以請保戶本人來電，或填授權文件。,,
v2_smk023,impostor_unknown,mandarin,41.74,12,20.956,22.728,1.772,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,13,22.998,25.327,2.329,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,14,25.816,25.833,0.017,SPEAKER_01,other,,,
v2_smk023,impostor_unknown,mandarin,41.74,15,25.833,26.609,0.776,SPEAKER_02,other,,,
v2_smk023,impostor_unknown,mandarin,41.74,16,26.896,27.74,0.844,SPEAKER_02,other,,,
v2_smk023,impostor_unknown,mandarin,41.74,17,28.128,29.933,1.806,SPEAKER_02,other,,,
v2_smk023,impostor_unknown,mandarin,41.74,18,30.44,31.199,0.759,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,19,31.469,34.034,2.565,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,20,34.253,35.587,1.333,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,21,36.532,38.202,1.671,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,22,38.472,39.738,1.266,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,23,40.109,40.413,0.304,SPEAKER_02,other,,,
v2_smk023,impostor_unknown,mandarin,41.74,24,40.666,40.835,0.169,SPEAKER_02,other,,,
v2_smk023,impostor_unknown,mandarin,41.74,25,40.835,40.885,0.051,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,26,40.885,40.953,0.067,SPEAKER_02,other,,,
v2_smk023,impostor_unknown,mandarin,41.74,27,40.953,40.97,0.017,SPEAKER_00,agent,,,
v2_smk023,impostor_unknown,mandarin,41.74,28,40.97,41.662,0.692,SPEAKER_02,other,,,
v2_smk024,impostor_unknown,mandarin,42.52,0,0.031,1.853,1.823,SPEAKER_02,other,我可以先說明一般流程，但查案件明細需要本人核身。請問您是保戶本人嗎？,,
v2_smk024,impostor_unknown,mandarin,42.52,1,2.09,3.507,1.417,SPEAKER_02,other,我可以先說明一般流程，但查案件明細需要本人核身。請問您是保戶本人嗎？,,
v2_smk024,impostor_unknown,mandarin,42.52,2,3.693,5.144,1.451,SPEAKER_02,other,我可以先說明一般流程，但查案件明細需要本人核身。請問您是保戶本人嗎？,,
v2_smk024,impostor_unknown,mandarin,42.52,3,5.144,5.161,0.017,SPEAKER_00,agent,我可以先說明一般流程，但查案件明細需要本人核身。請問您是保戶本人嗎？,,
v2_smk024,impostor_unknown,mandarin,42.52,4,5.617,7.102,1.485,SPEAKER_00,agent,了解。沒有本人授權，我不能查案件內容、缺件項目或預估給付金額。,,
v2_smk024,impostor_unknown,mandarin,42.52,5,7.422,9.245,1.822,SPEAKER_00,agent,了解。沒有本人授權，我不能查案件內容、缺件項目或預估給付金額。,,
v2_smk024,impostor_unknown,mandarin,42.52,6,10.325,11.692,1.367,SPEAKER_00,agent,了解。沒有本人授權，我不能查案件內容、缺件項目或預估給付金額。,,
v2_smk024,impostor_unknown,mandarin,42.52,7,12.097,12.721,0.624,SPEAKER_02,other,如果簡訊是寄到您手機，仍需保戶本人完成核身後才能確認內容。一般理賠若缺件，會以簡訊或書面通知。,,
v2_smk024,impostor_unknown,mandarin,42.52,8,12.788,13.885,1.097,SPEAKER_02,other,如果簡訊是寄到您手機，仍需保戶本人完成核身後才能確認內容。一般理賠若缺件，會以簡訊或書面通知。,,
v2_smk024,impostor_unknown,mandarin,42.52,9,14.83,16.197,1.367,SPEAKER_02,other,如果簡訊是寄到您手機，仍需保戶本人完成核身後才能確認內容。一般理賠若缺件，會以簡訊或書面通知。,,
v2_smk024,impostor_unknown,mandarin,42.52,10,16.265,17.564,1.299,SPEAKER_02,other,如果簡訊是寄到您手機，仍需保戶本人完成核身後才能確認內容。一般理賠若缺件，會以簡訊或書面通知。,,
v2_smk024,impostor_unknown,mandarin,42.52,11,18.07,18.577,0.506,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,12,19.876,20.821,0.945,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,13,21.125,22.323,1.198,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,14,22.627,24.483,1.856,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,15,24.955,27.132,2.177,SPEAKER_01,other,,,
v2_smk024,impostor_unknown,mandarin,42.52,16,27.335,29.562,2.228,SPEAKER_01,other,,,
v2_smk024,impostor_unknown,mandarin,42.52,17,30.102,31.688,1.586,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,18,31.874,34.642,2.767,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,19,35.873,36.97,1.097,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,20,37.409,38.911,1.502,SPEAKER_00,agent,,,
v2_smk024,impostor_unknown,mandarin,42.52,21,39.282,42.488,3.206,SPEAKER_02,other,,,
v2_tun001,clean_turn_taking,mandarin,42.97,0,0.031,2.191,2.16,SPEAKER_00,agent,凱基人壽客服中心您好，我姓葉，請問今天要協助您哪一方面？,,
v2_tun001,clean_turn_taking,mandarin,42.97,1,2.326,3.052,0.726,SPEAKER_00,agent,凱基人壽客服中心您好，我姓葉，請問今天要協助您哪一方面？,,
v2_tun001,clean_turn_taking,mandarin,42.97,2,3.305,5.566,2.261,SPEAKER_00,agent,凱基人壽客服中心您好，我姓葉，請問今天要協助您哪一方面？,,
v2_tun001,clean_turn_taking,mandarin,42.97,3,6.157,7.608,1.451,SPEAKER_01,customer,我太太在做標靶治療，醫院先叫我們自費，想問理賠要不要先申請同意。,,
v2_tun001,clean_turn_taking,mandarin,42.97,4,7.928,9.093,1.164,SPEAKER_01,customer,我太太在做標靶治療，醫院先叫我們自費，想問理賠要不要先申請同意。,,
v2_tun001,clean_turn_taking,mandarin,42.97,5,9.447,11.287,1.839,SPEAKER_01,customer,我太太在做標靶治療，醫院先叫我們自費，想問理賠要不要先申請同意。,,
v2_tun001,clean_turn_taking,mandarin,42.97,6,11.776,13.227,1.451,SPEAKER_00,agent,我先看保單內容，再說明文件。請提供保戶姓名和身分證後四碼。,,
v2_tun001,clean_turn_taking,mandarin,42.97,7,13.43,14.493,1.063,SPEAKER_00,agent,我先看保單內容，再說明文件。請提供保戶姓名和身分證後四碼。,,
v2_tun001,clean_turn_taking,mandarin,42.97,8,15.353,18.256,2.902,SPEAKER_00,agent,我先看保單內容，再說明文件。請提供保戶姓名和身分證後四碼。,,
v2_tun001,clean_turn_taking,mandarin,42.97,9,18.712,19.775,1.063,SPEAKER_01,customer,保戶是楊惠雯，後四碼二七一零。,,
v2_tun001,clean_turn_taking,mandarin,42.97,10,20.095,21.243,1.148,SPEAKER_01,customer,保戶是楊惠雯，後四碼二七一零。,,
v2_tun001,clean_turn_taking,mandarin,42.97,11,21.817,24.263,2.447,SPEAKER_00,agent,查到有防癌附約與實支實付。標靶藥通常要附診斷證明、處方、費用明細和收據。,,
v2_tun001,clean_turn_taking,mandarin,42.97,12,25.175,28.128,2.953,SPEAKER_00,agent,查到有防癌附約與實支實付。標靶藥通常要附診斷證明、處方、費用明細和收據。,,
v2_tun001,clean_turn_taking,mandarin,42.97,13,28.432,29.917,1.485,SPEAKER_00,agent,查到有防癌附約與實支實付。標靶藥通常要附診斷證明、處方、費用明細和收據。,,
v2_tun001,clean_turn_taking,mandarin,42.97,14,30.355,32.633,2.278,SPEAKER_01,customer,醫院有給藥品批號跟自費同意書，那個也要嗎？,,
v2_tun001,clean_turn_taking,mandarin,42.97,15,32.87,33.46,0.591,SPEAKER_01,customer,醫院有給藥品批號跟自費同意書，那個也要嗎？,,
v2_tun001,clean_turn_taking,mandarin,42.97,16,33.967,35.148,1.181,SPEAKER_00,agent,建議一起附上，尤其自費同意書能幫審核判斷是否屬於治療必要費用。,,
v2_tun001,clean_turn_taking,mandarin,42.97,17,35.367,39.755,4.388,SPEAKER_00,agent,建議一起附上，尤其自費同意書能幫審核判斷是否屬於治療必要費用。,,
v2_tun001,clean_turn_taking,mandarin,42.97,18,40.193,40.463,0.27,SPEAKER_01,customer,好，我先把每次治療的資料分開整理。,,
v2_tun001,clean_turn_taking,mandarin,42.97,19,40.801,42.91,2.109,SPEAKER_01,customer,好，我先把每次治療的資料分開整理。,,
v2_tun002,clean_turn_taking,mandarin,42.31,0,0.031,0.52,0.489,SPEAKER_01,agent,您好，這裡是凱基人壽，我姓羅。,,
v2_tun002,clean_turn_taking,mandarin,42.31,1,0.858,2.022,1.164,SPEAKER_01,agent,您好，這裡是凱基人壽，我姓羅。,,
v2_tun002,clean_turn_taking,mandarin,42.31,2,2.275,2.832,0.557,SPEAKER_01,agent,您好，這裡是凱基人壽，我姓羅。,,
v2_tun002,clean_turn_taking,mandarin,42.31,3,2.832,2.849,0.017,SPEAKER_00,customer,您好，這裡是凱基人壽，我姓羅。,,
v2_tun002,clean_turn_taking,mandarin,42.31,4,3.457,4.3,0.844,SPEAKER_00,customer,羅先生，我幫寶寶買的保單剛核保通過，可是信裡寫髖關節相關除外，我有點緊張。,,
v2_tun002,clean_turn_taking,mandarin,42.31,5,4.452,7.321,2.869,SPEAKER_00,customer,羅先生，我幫寶寶買的保單剛核保通過，可是信裡寫髖關節相關除外，我有點緊張。,,
v2_tun002,clean_turn_taking,mandarin,42.31,6,7.642,10.544,2.903,SPEAKER_00,customer,羅先生，我幫寶寶買的保單剛核保通過，可是信裡寫髖關節相關除外，我有點緊張。,,
v2_tun002,clean_turn_taking,mandarin,42.31,7,10.814,12.097,1.282,SPEAKER_00,customer,羅先生，我幫寶寶買的保單剛核保通過，可是信裡寫髖關節相關除外，我有點緊張。,,
v2_tun002,clean_turn_taking,mandarin,42.31,8,12.62,14.493,1.873,SPEAKER_01,agent,我可以先協助您看批註內容。請問要查的是被保險人姓名和出生年月日？,,
v2_tun002,clean_turn_taking,mandarin,42.31,9,15.708,18.678,2.97,SPEAKER_01,agent,我可以先協助您看批註內容。請問要查的是被保險人姓名和出生年月日？,,
v2_tun002,clean_turn_taking,mandarin,42.31,10,19.083,20.905,1.822,SPEAKER_00,customer,姓名是許予安，今年三月二日出生。,,
v2_tun002,clean_turn_taking,mandarin,42.31,11,21.108,23.318,2.211,SPEAKER_00,customer,姓名是許予安，今年三月二日出生。,,
v2_tun002,clean_turn_taking,mandarin,42.31,12,23.892,26.542,2.649,SPEAKER_01,agent,批註是針對出生檢查提到的髖關節觀察，不是整張醫療險都不賠。,,
v2_tun002,clean_turn_taking,mandarin,42.31,13,26.862,28.381,1.519,SPEAKER_01,agent,批註是針對出生檢查提到的髖關節觀察，不是整張醫療險都不賠。,,
v2_tun002,clean_turn_taking,mandarin,42.31,14,28.82,31.334,2.514,SPEAKER_00,customer,如果六個月後追蹤正常，可以取消批註嗎？,,
v2_tun002,clean_turn_taking,mandarin,42.31,15,31.57,33.241,1.671,SPEAKER_00,customer,如果六個月後追蹤正常，可以取消批註嗎？,,
v2_tun002,clean_turn_taking,mandarin,42.31,16,33.781,34.743,0.962,SPEAKER_01,agent,可以提出複評，通常需要追蹤報告或醫師證明，再由核保重新評估。,,
v2_tun002,clean_turn_taking,mandarin,42.31,17,35.114,37.207,2.093,SPEAKER_01,agent,可以提出複評，通常需要追蹤報告或醫師證明，再由核保重新評估。,,
v2_tun002,clean_turn_taking,mandarin,42.31,18,37.477,38.742,1.266,SPEAKER_01,agent,可以提出複評，通常需要追蹤報告或醫師證明，再由核保重新評估。,,
v2_tun002,clean_turn_taking,mandarin,42.31,19,39.13,39.805,0.675,SPEAKER_00,customer,了解，我先把回診資料留好。,,
v2_tun002,clean_turn_taking,mandarin,42.31,20,39.991,42.269,2.278,SPEAKER_00,customer,了解，我先把回診資料留好。,,
v2_tun003,clean_turn_taking,mandarin,42.25,0,0.031,2.073,2.042,SPEAKER_01,customer,剛剛轉接前我已經核對過身分，我主要是想確認年金下個月是不是會準時匯。,,
v2_tun003,clean_turn_taking,mandarin,42.25,1,2.528,5.262,2.734,SPEAKER_01,customer,剛剛轉接前我已經核對過身分，我主要是想確認年金下個月是不是會準時匯。,,
v2_tun003,clean_turn_taking,mandarin,42.25,2,5.768,8.452,2.683,SPEAKER_00,agent,我看得到前一段核身紀錄。您的年金預定每月十五日匯入約定帳戶。,,
v2_tun003,clean_turn_taking,mandarin,42.25,3,9.346,13.683,4.337,SPEAKER_00,agent,我看得到前一段核身紀錄。您的年金預定每月十五日匯入約定帳戶。,,
v2_tun003,clean_turn_taking,mandarin,42.25,4,14.088,15.657,1.569,SPEAKER_01,customer,十五日如果遇到假日，是提前還是延後？,,
v2_tun003,clean_turn_taking,mandarin,42.25,5,16.012,17.142,1.131,SPEAKER_01,customer,十五日如果遇到假日，是提前還是延後？,,
v2_tun003,clean_turn_taking,mandarin,42.25,6,17.682,20.618,2.936,SPEAKER_00,agent,通常會順延到下一個營業日，實際入帳時間仍以銀行作業為準。,,
v2_tun003,clean_turn_taking,mandarin,42.25,7,20.804,24.702,3.898,SPEAKER_00,agent,通常會順延到下一個營業日，實際入帳時間仍以銀行作業為準。,,
v2_tun003,clean_turn_taking,mandarin,42.25,8,25.141,26.93,1.789,SPEAKER_01,customer,那扣繳憑單要自己下載嗎？我報稅時常找不到。,,
v2_tun003,clean_turn_taking,mandarin,42.25,9,28.01,29.36,1.35,SPEAKER_01,customer,那扣繳憑單要自己下載嗎？我報稅時常找不到。,,
v2_tun003,clean_turn_taking,mandarin,42.25,10,29.95,32.178,2.227,SPEAKER_00,agent,可以從會員專區下載，也可以申請紙本補寄。我幫您確認目前通訊地址是否正確。,,
v2_tun003,clean_turn_taking,mandarin,42.25,11,32.431,34.658,2.227,SPEAKER_00,agent,可以從會員專區下載，也可以申請紙本補寄。我幫您確認目前通訊地址是否正確。,,
v2_tun003,clean_turn_taking,mandarin,42.25,12,35.637,39.502,3.864,SPEAKER_00,agent,可以從會員專區下載，也可以申請紙本補寄。我幫您確認目前通訊地址是否正確。,,
v2_tun003,clean_turn_taking,mandarin,42.25,13,39.873,40.548,0.675,SPEAKER_01,customer,地址沒變，還是台中北屯那個。,,
v2_tun003,clean_turn_taking,mandarin,42.25,14,40.953,42.202,1.249,SPEAKER_01,customer,地址沒變，還是台中北屯那個。,,
v2_tun004,reentry_short_gap,mandarin,44.71,0,0.031,1.094,1.063,SPEAKER_00,agent,凱基人壽您好，我姓范。,,
v2_tun004,reentry_short_gap,mandarin,44.71,1,1.465,1.955,0.489,SPEAKER_00,agent,凱基人壽您好，我姓范。,,
v2_tun004,reentry_short_gap,mandarin,44.71,2,2.528,4.705,2.177,SPEAKER_01,customer,我要補車禍理賠資料，警察那張三聯單放在資料夾，我怕念錯編號。,,
v2_tun004,reentry_short_gap,mandarin,44.71,3,4.925,8.08,3.156,SPEAKER_01,customer,我要補車禍理賠資料，警察那張三聯單放在資料夾，我怕念錯編號。,,
v2_tun004,reentry_short_gap,mandarin,44.71,4,8.333,9.903,1.569,SPEAKER_01,customer,我要補車禍理賠資料，警察那張三聯單放在資料夾，我怕念錯編號。,,
v2_tun004,reentry_short_gap,mandarin,44.71,5,10.392,10.78,0.388,SPEAKER_00,agent,可以，請您先找一下。我會在線上等，找到後念單號和事故日期。,,
v2_tun004,reentry_short_gap,mandarin,44.71,6,11.202,12.13,0.928,SPEAKER_00,agent,可以，請您先找一下。我會在線上等，找到後念單號和事故日期。,,
v2_tun004,reentry_short_gap,mandarin,44.71,7,13.396,14.307,0.911,SPEAKER_00,agent,可以，請您先找一下。我會在線上等，找到後念單號和事故日期。,,
v2_tun004,reentry_short_gap,mandarin,44.71,8,14.307,14.324,0.017,SPEAKER_01,customer,可以，請您先找一下。我會在線上等，找到後念單號和事故日期。,,
v2_tun004,reentry_short_gap,mandarin,44.71,9,14.628,15.978,1.35,SPEAKER_00,agent,可以，請您先找一下。我會在線上等，找到後念單號和事故日期。,,
